"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"687431","CR-0000094209","0","0","0","0","22-268-0013","False","False","237","9/25/2022 12:08:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"687432","CR-0000094211","1","1","0","0","22-251-0607","False","False","0","9/8/2022 3:35:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"687433","CR-0000094212","1","1","0","0","22-268-0076","False","False","0","9/25/2022 1:09:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687434","CR-0000094213","0","0","0","0","22-268-0126","False","False","92","9/25/2022 2:04:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","SAND BARREL"
"687435","CR-0000094214","0","0","0","0","22-252-0042","False","False","308","9/9/2022 1:10:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"687436","CR-0000094215","1","0","0","0","22-269-0684","False","False","","9/26/2022 5:05:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687437","CR-0000094216","0","0","0","0","22-272-0148","False","False","425","9/29/2022 7:07:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687438","CR-0000094217","0","0","0","0","22-274-0021","False","False","0","10/1/2022 12:28:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"687439","CR-0000094218","1","0","0","0","22-274-0115","False","False","432","10/1/2022 2:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"687440","CR-0000094219","0","1","0","0","22-274-0651","False","False","0","10/1/2022 4:35:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"687447","CR-0000094226","1","1","0","0","22-252-0212","False","False","0","9/9/2022 7:57:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687448","CR-0000094227","0","0","0","0","22-252-0276","False","False","20","9/9/2022 8:30:00 AM","No Pedestrians Involved","Dry","Unknown","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"687449","CR-0000094228","0","1","0","0","22-252-0685","False","False","0","9/9/2022 4:26:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At","PED"
"687450","CR-0000094229","0","1","0","0","22-252-0695","False","False","175","9/9/2022 4:34:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"687451","CR-0000094230","2","0","0","0","22-253-0187","False","False","0","9/10/2022 3:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687452","CR-0000094231","0","0","0","0","22-253-0165","False","False","333","9/10/2022 3:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"687453","CR-0000094232","0","1","0","0","22-253-0320","False","False","109","9/10/2022 9:20:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"687454","CR-0000094233","0","1","0","0","22-254-0021","False","False","40","9/11/2022 12:13:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"687455","CR-0000094234","0","0","0","0","22-254-0233","False","False","425","9/11/2022 3:25:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687456","CR-0000094235","4","0","0","0","22-254-0445","False","False","0","9/11/2022 12:50:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687457","CR-0000094236","1","0","0","0","22-254-0632","False","False","45","9/11/2022 5:01:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"687458","CR-0000094237","0","1","0","0","22-254-0788","False","False","0","9/11/2022 8:56:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687459","CR-0000094238","0","0","0","0","22-254-0857","False","False","0","9/11/2022 9:05:00 PM","No Pedestrians Involved","Dry","Unknown","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"687460","CR-0000094239","0","0","0","0","22-256-0208","False","False","85","9/12/2022 1:36:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687461","CR-0000094240","1","0","0","0","22-255-0096","False","False","0","9/12/2022 2:14:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Non-Collision","Not Applicable","Not Applicable","At","Median"
"687462","CR-0000094241","0","2","0","0","22-255-0302","False","False","254","9/12/2022 9:51:00 AM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Daylight","Pedestrian At Fault","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","East","West","North Of","PED"
"687463","CR-0000094242","0","0","0","0","22-255-0488","True","False","0","9/12/2022 1:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","South Of","LIGHT POLE"
"687464","CR-0000094244","0","2","0","0","22-256-0200","False","False","0","9/13/2022 8:01:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Other","Vehicle/Bike","Intersection","Scooter Motorized","No Direction (Not Walking)","No Direction (Not Walking)","At",""
"687465","CR-0000094245","0","0","0","0","22-257-9706","False","True","0","9/13/2022 5:05:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687466","CR-0000094246","0","0","0","0","22-256-0753","False","False","57","9/13/2022 5:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687467","CR-0000094247","0","0","0","0","22-257-9704","False","True","51","9/13/2022 6:35:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"687468","CR-0000094248","0","0","1","0","22-256-0890","False","False","0","9/13/2022 7:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 2","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687484","CR-0000094272","0","0","0","0","22-257-0063","True","False","24","9/14/2022 12:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","East Of","STOP SIGN"
"687485","CR-0000094273","0","0","0","0","22-257-0064","False","False","104","9/14/2022 2:21:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"687486","CR-0000094274","0","0","0","0","22-257-0065","True","False","229","9/14/2022 2:24:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of","TREE"
"687487","CR-0000094275","1","0","0","0","22-257-0114","False","False","0","9/14/2022 5:48:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687488","CR-0000094276","0","2","0","0","22-257-0240","False","False","198","9/14/2022 9:53:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","East Of","BIKE"
"687489","CR-0000094277","0","0","0","0","22-257-0345","False","False","20","9/14/2022 10:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"687490","CR-0000094278","0","0","0","0","22-257-0543","False","False","0","9/14/2022 2:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687491","CR-0000094279","1","0","0","0","22-257-0806","False","False","280","9/14/2022 8:14:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"687492","CR-0000094280","0","0","0","0","22-257-0865","False","False","0","9/14/2022 9:44:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687493","CR-0000094281","0","0","0","0","22-258-0027","False","False","105","9/15/2022 12:47:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"687494","CR-0000094282","0","0","0","0","22-258-0207","False","False","200","9/15/2022 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"687496","CR-0000094284","0","0","0","0","22-258-0579","False","False","243","9/15/2022 3:12:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"687497","CR-0000094287","1","0","0","0","22-258-0682","False","False","0","9/15/2022 4:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687498","CR-0000094288","0","0","0","0","22-258-1027","True","False","0","9/15/2022 10:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","LIGHT POLE"
"687499","CR-0000094289","0","0","0","0","22-258-1061","False","False","63","9/16/2022 12:05:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"687500","CR-0000094290","1","0","0","0","22-259-0256","False","False","0","9/16/2022 9:02:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"687501","CR-0000094291","0","1","0","0","22-259-0877","False","False","0","9/16/2022 7:21:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Bike At Fault","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","Moto-Scooter"
"687502","CR-0000094292","0","1","0","0","22-260-0179","False","False","0","9/17/2022 7:39:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687503","CR-0000094293","0","0","0","0","22-260-0075","False","False","0","9/17/2022 1:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687504","CR-0000094294","1","0","0","0","22-261-0135","False","False","30","9/18/2022 2:32:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"687505","CR-0000094295","0","0","0","0","22-261-0536","False","False","47","9/18/2022 3:00:00 PM","In Road - Includes Shoulder","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Pedestrian","South","North","South Of","PED"
"687510","CR-0000094299","0","0","0","0","22-267-0121","False","False","124","9/24/2022 2:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"687511","CR-0000094300","0","0","0","0","22-267-0220","False","False","388","9/24/2022 5:51:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"687512","CR-0000094301","0","0","0","0","22-267-0829","False","False","195","9/24/2022 7:09:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"687513","CR-0000094302","0","0","0","0","22-268-0002","False","False","710","9/25/2022 12:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"687530","CR-0000094319","1","0","0","0","22-264-1033","False","False","0","9/21/2022 11:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687531","CR-0000094320","0","1","0","0","22-262-0609","False","False","0","9/18/2022 7:40:00 PM","Crossing In Crosswalk - At Intersection","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Cloudy","Vehicle/Pedestrian","Intersection","Pedestrian","North","South","At","PEDESTRIAN"
"687546","CR-0000094336","1","0","0","0","22-263-0615","False","False","0","9/20/2022 3:44:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687547","CR-0000094337","0","1","0","0","22-259-0247","False","False","152","9/16/2022 8:51:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"687548","CR-0000094338","0","0","0","0","22-263-0189","False","False","51","9/20/2022 8:25:00 AM","Not In Road","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","West","East","East Of","PEDESTRIAN"
"687549","CR-0000094339","1","0","0","0","22-268-0626","False","False","124","9/25/2022 4:41:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687550","CR-0000094340","0","1","0","0","22-236-0546","False","False","0","8/24/2022 2:10:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Bike At Fault","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"687551","CR-0000094341","2","1","0","0","22-257-0933","False","False","0","9/14/2022 10:59:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687552","CR-0000094342","0","1","0","0","22-258-0187","False","False","193","9/15/2022 8:12:00 AM","No Pedestrians Involved","Dry","Unknown","Daylight","Bike At Fault","Controls Functioning","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","West Of","BIKE"
"687553","CR-0000094343","1","0","0","0","22-266-0341","False","False","0","9/23/2022 10:33:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687554","CR-0000094344","1","2","0","0","22-260-0345","False","False","0","9/17/2022 2:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687555","CR-0000094345","1","0","0","0","22-260-0590","False","False","25","9/17/2022 5:28:00 PM","Crossing - Not In Crosswalk","Dry","Unknown","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Related","Pedestrian","South","North","West Of","PEDESTRIAN"
"687556","CR-0000094346","0","1","0","0","22-259-0291","False","False","92","9/16/2022 10:17:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Bike At Fault","Unknown","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","South Of","BIKE"
"687557","CR-0000094347","0","1","0","0","22-260-0374","True","False","60","9/17/2022 1:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","LIGHT POLE (19M129)"
"687558","CR-0000094348","0","0","0","0","22-264-0140","False","False","92","9/21/2022 12:01:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","No Controls Present/Factor","Cloudy","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"687559","CR-0000094349","1","0","0","0","22-272-0388","False","False","0","9/29/2022 12:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687560","CR-0000094352","0","1","0","0","22-261-0695","False","False","210","9/18/2022 6:18:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","South Of","BIKE"
"687565","CR-0000094351","1","0","0","0","22-260-0636","False","False","51","9/17/2022 6:09:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"687566","CR-0000094350","2","1","0","0","22-241-0246","False","False","0","8/29/2022 8:37:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687573","CR-0000094364","0","1","0","0","22-252-0273","False","False","67","9/9/2022 9:18:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"687575","CR-0000094366","0","0","0","0","22-256-0453","True","False","0","9/13/2022 12:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687576","CR-0000094367","2","0","0","0","22-259-0683","False","False","610","9/16/2022 5:02:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687578","CR-0000094370","1","0","0","0","22-260-0443","False","False","208","9/17/2022 2:43:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"687579","CR-0000094371","2","0","0","0","22-262-0675","False","False","0","9/19/2022 5:35:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687580","CR-0000094372","1","0","0","0","22-262-0178","True","False","229","9/19/2022 7:15:00 AM","No Pedestrians Involved","Wet","Unknown","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of",""
"687581","CR-0000094373","1","0","0","0","22-262-0697","False","False","330","9/19/2022 5:57:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"687582","CR-0000094375","1","0","0","0","22-262-0684","False","False","29","9/19/2022 5:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687584","CR-0000094376","3","0","0","0","22-263-0538","False","False","40","9/20/2022 2:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"687586","CR-0000094378","0","1","0","0","22-265-0565","False","False","0","9/22/2022 2:40:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At","PED"
"687598","CR-0000094391","3","0","0","0","22-265-0672","False","False","412","9/22/2022 4:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"687599","CR-0000094392","1","1","0","0","22-265-0172","False","False","0","9/22/2022 7:54:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687600","CR-0000094393","1","0","0","0","22-266-0613","False","False","32","9/23/2022 3:33:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"687601","CR-0000094394","1","0","0","0","22-266-0154","False","False","40","9/23/2022 7:00:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Related","Pedestrian","East","West","West Of","PED"
"687602","CR-0000094395","1","0","0","0","22-266-0702","False","False","0","9/23/2022 4:58:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At","PED"
"687603","CR-0000094396","0","2","0","0","22-266-1039","False","False","0","9/23/2022 9:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687604","CR-0000094397","0","1","0","0","22-266-0214","False","False","0","9/23/2022 8:07:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Bike At Fault","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"687605","CR-0000094398","1","0","0","0","22-266-0191","False","False","0","9/23/2022 7:41:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 2","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687606","CR-0000094399","1","0","0","0","22-267-0453","False","False","0","9/24/2022 12:19:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687607","CR-0000094400","4","1","0","0","22-267-0130","False","False","0","9/24/2022 2:14:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"687608","CR-0000094401","0","2","0","0","22-267-0359","False","False","0","9/24/2022 10:03:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
